text,label,sentence_count,mean_words_per_sentence,std_words_per_sentence,neighbor_sentences_diff,neighbor_sentences_diff_std,abbrev_per_sentence,capitals_per_sentence,avg_dash_quest_semicolon_per_sentence,double_quest_excl_count,avg_excl_per_sentence,human_fillers,ai_fillers,ai_fillers2,woke,fake_news,ai_words1,ai_words2
"Mens de unge hingste fremvises i Herning er der andre muligheder for dem, der ikke har indløst billet til hingstekåringen. I samme weekend afholdes der kursus i klassisk Portugisisk dressur med Paulo Sergio Perdigao, fra den Portugisiske skole for ""Equestrian Art"".",0,2.0,23.5,1.5,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 Sikkerhedssætninger P101 Hvis der er brug for lægehjælp, medbring da beholderen eller etiketten. P102 Opbevares utilgængeligt for børn. 2.3 Andre farer Farebeskrivelse PUNKT 3: Sammensætning af/oplysning om indholdsstoffer Blandninger Komponentnavn Identifikation Klassificering Indhold Cetylstearylether CAS-nr EF-nr H302, H318, H400, Acute tox.",0,3.0,16.666666666666668,8.993825042154695,16.0,6.0,0.6666666666666666,9.333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" I dag vil jeg gerne tale om en problemstilling, som er blevet rejst af sikkerhedsfirmaet Bullguard. De har udtrykt bekymring over QR-koder og de potentielle trusler, de kan udgøre, når de scannes med vores smartphones.",1,2.0,20.0,2.0,4.0,0.0,1.0,2.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
" Men hvad betyder det egentlig, når en statsminister taler om at bekæmpe ghettoer? Og hvilke konkrete tiltag kan der være tale om? Når en statsminister opfordrer til kamp mod ghettoer, handler det primært om at forbedre vilkårene for de mennesker, der bor i disse områder.",1,3.0,17.0,6.683312551921141,10.5,5.5,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"»Sådan er det jo. Fansene kan ikke lide mig, og jeg kan ikke lide dem",0,2.0,9.0,3.0,6.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[icon icon=icon-time size=20px color=#000 ] Bestil inden kl 14:00 og få sendt dine varer i dag. Bindis og Indiske pandesmykker har igennem de seneste år, været en stigende trend i Danmark. -Og denne accessory er til for at blive. Ilse Jacobsen er med til at sætte trenden med flotte bindis, lavet af krystaller og små perler i flotte farver med et bohemisk inspireret udtryk",0,4.0,18.0,6.123724356957945,9.333333333333334,5.792715732327589,0.75,1.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" I vores moderne samfund er det desværre blevet en trist kendsgerning, at vi spilder utroligt meget mad. Hver dag smider vi tonvis af mad i skraldespanden, som stadig er fuldt spiseligt.",1,2.0,17.5,1.5,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Søndage er en dag for afslapning og nydelse - en dag, hvor man kan koble af fra hverdagens trummerum og tage sig tid til at pleje sig selv og sin omgivelser. Og denne søndag er ingen undtagelse. Min dag begynder med et besøg på Cafe Hak, et hyggeligt sted, hvor jeg kan nyde en kop kaffe og slappe af med mit strikketøj. Der er noget beroligende i at lade fingrene glide over garnet og se værket tage form. Det er som meditation for mig - en chance for at slippe tankerne og være i nuet. Mens jeg sidder og nyder kaffen og strikker, kan jeg mærke duften af rødbeder, der langsomt koger i den store gryde. Det er noget magisk ved at tilbringe tid i et køkken, hvor der langsomt simrer en lækker ret.",1,7.0,21.0,7.782764841072135,11.5,9.105858919765158,0.8571428571428571,1.2857142857142858,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Longering er en populær træningsmetode indenfor hesteverdenen, og det er ingen undtagelse, når det kommer til springbetonede hingste. Longering kan være en effektiv måde at træne og holde hingstene i form på, samtidig med at det giver dem mulighed for at udtrykke deres energi og frækhed.",1,2.0,25.5,4.5,9.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Kære rejsende,  Hvis du drømmer om en ferie, der kombinerer ro, naturlig skønhed og fantastiske faciliteter, så skal du kigge nærmere på Hotel Residence Acquacalda på Lipari, Italien. Dette hotel har alt hvad hjertet kan begære, og det er det ideelle valg, uanset om du er på udkig efter en romantisk flugt, en familieferie eller en afslappende weekend. Hotel Residence Acquacalda ligger smukt placeret i nærheden af de helt fantastiske strande og betagende natur i området. Her vil du nyde synet af Det Tyrrhenske Hav, og det vil være umuligt ikke at falde for de smukke solnedgange og den rolige atmosfære. Dette hotel blev opført med komfort og afslapning for øje.",1,5.0,25.0,8.921883209278185,9.75,6.417748826496718,0.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Swindon har opnået en samlet score på 5,8 ud af 10, baseret på to bedømmelser. Selvom dette tal ikke nødvendigvis afspejler alles oplevelser, kan det stadig give dig et indblik i, hvad andre syntes om deres tid i denne by. At læse bedømmelser fra andre rejsende kan være en fantastisk måde at danne sig et indtryk på, før man beslutter sig for at besøge en ny destination.",1,3.0,24.666666666666668,5.436502143433364,6.0,5.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
"Sideløbende med verdensmesterskaberne for unge heste, afvikles også trestjernet CDI, hvor dagens Grand Prix dressur blev vundet af amerikanske Steffen Peters. I dagens Grand Prix sponsoreret af Sattlerei Hennig, blev dagens vinder amerikanske Steffen Peters med westfahlervallakken Legolas e. Laomedon/Florestan II med 74,980 %. Andenpladsen gik til canadiske David Marcus der rider DV-vallakken Chrevi´s Capital e. Chrevi´s Lavallo/Weinberg, andenpladsen kom i hus med 72,3 %. Dorothee Schneider red sig ind på tredjepladsen med avlshingsten Silvano e. Rubinstein I/Cocktail med 71,92 %. Silvano er ejet af Stutteri Peterhof, og er dermed staldkammerat til Sezuan. Danske Martin Christensen var også til start med FBW De Vito e. De Niro/Disco-Stern, hvor resultatet blev 68,56 %. Rikke Dupont fulgte tæt efter, idet hun med Dejavu e. De Niro/Painter´s Row opnåede 68,16 %.",0,7.0,20.285714285714285,3.7688302737922625,3.6666666666666665,2.1343747458109497,0.2857142857142857,8.428571428571429,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Det er med en international topkollektion Dansk Varmblod afholder elitefølauktion i aften. Fra kl. 19.30 kan auktionen følges live via clipmyhorse.de. Under hammeren kommer flere finaleføl fra dagens bedømmelser bl.a. det nyudråbte ""Bedste Hingsteføl 2014"" Strandagergårds Sirocco e. Sezuan/Don Romantic, der viste sig helt exceptionelt gående.",0,5.0,10.8,5.635601121442148,6.75,3.418698582794336,0.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mandage i solen er et afdæmpet realistisk drama om en gruppe midaldrende arbejdsløse mænd, der prøver at finde indhold i tilværelsen og en eller anden mening med livet efter at være blevet afskediget fra skibsværftet, der måtte lukke. De bor i en lille provinsby, hvor der ikke sker så frygteligt meget og chancerne for at få job næsten er lig med nul",0,2.0,33.0,8.0,16.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Derudover er der også en obligatorisk slutrengøring, som man skal betale ekstra for. Prisen for dette er 500 kr. pr.",1,3.0,8.0,5.354126134736337,6.5,1.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
" Jeg står her i dag for at tale om en vigtig og aktuel sag: Israel's ret til at forsvare sig selv. Lad mig starte med at sige, at det er dybt rystende at se, hvordan den palæstinensiske propaganda er blevet omfavnet af det kulturradikale segment her i landet.",1,2.0,27.0,3.0,6.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Du har ret! Papiret her er køkkenrulle... ja det var en opslugende.dag, jeg var desværre træt og tung i hovedet, så det sidste jeg syede kan jeg ikke huske fremgangsmåden på..",0,2.0,18.0,14.0,28.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"John Byrialsens økonomi er i vanskeligheder. Det oplyses både af formanden for Dansk Varmblod, Jan Petersen i et interview til Ekstra Bladet den 12. august, ligesom det fremgår af Byrialsens to selskabers årsrapporter - Viegård Stutteri AP og Viegård Sport Horses APS for regnskabsåret 2011/2012. I begge tilfælde har det ansvarlige revisionsselskab Centerrevision indstilet til, at generalforsamlingen ikke godkender årsrapporterne som følge af årsregnskabets manglende evne til at give et retvisende billede af selskabets aktiviteter. Grundlaget for deres anbefaling hvad angår stutteridriften er som det fremgår af rapporten ""forbehold overfor varebeholdningens tilstedeværelse og værdifastsættelse, idet vi ikke kan fastslå hestenes værdi på grund af meget lav omsætningshastighed"". Revisionsselskabet har med andre ord ikke kunne fastslå, hvor mange aktiver der reelt er i selskabet og har ikke kunne foretage en fysisk kontrol af hestenes tilstedeværelse og værdi.",0,5.0,29.6,11.943198901466893,13.5,12.619429464123963,0.4,4.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Jeg synes, at køb af bil, uanset om den er ny eller brugt, er en stor investering. Det er vigtigt for mig, at jeg får mest muligt for mine penge og at min økonomi ikke bliver belastet unødigt. Hos Als Motor forstår de vigtigheden af, at finde en bil, der passer til mine ønsker og behov, samtidig med at den også passer til min økonomi. Det er rart at vide, at der er en virksomhed, der går op i, at jeg får den bedst mulige løsning. Jeg har altid været åben for at købe brugt, fordi jeg synes, at man kan få meget mere bil for pengene.",1,5.0,24.8,3.370459909270543,4.25,2.8613807855648994,0.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Den svære pasdisciplin 5.1 blev et meget tæt løb i A-finalen. Marginen var på 0,09, men det var Agnar Snorri Stefánsson og Baldur von Hrafnsholt, der trak det længste strå i A-finalen. Bedre tölt- og galopkarakterer sendte Agnar på skamlen som vinder af Equsanas 5.1 ved World Tölt 2014 med 6,95, foran Magnus Skulason og Símon frá Efri-Rauðalæk med 6,86. Agnar Snorri Stefánsson, Baldur vom Hrafnsholt - 6,95 Magnus Skulason, Símon frá Efri-Rauðalæk - 6,86 Jolly Schrenk, Bjalli von Berlar - 6,72 Frauke Schenzel, Fylkir vom Kranichtal - 6,50 Jakob Sigurdsson, Alur fra Lundum II - 6,09 Eva-Karin Bengtsson, Nör von Bucherbach - 5,90   Agnar ønskes stort tillykke med sejren og som vinder af 5.1. Der vil snarest blive uploadet billedet af vinderen.",0,5.0,27.4,18.927229062913568,25.75,18.444172521422587,0.6,10.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vand er den vigtigste næringskilde for heste. Har heste ikke adgang til vand på foldene i vinterhalvåret, kan det medføre seriøse sundhedsfarer.",0,2.0,12.5,4.5,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Anna Blomgren (Arkivfoto: JP-Photo)På Andreas Helgstrands hjemmeside kunne man i onsdags læse følgende nyhed:   Anna har efter næsten 5 års ansættelse ved Helgstrand Dressage valgt at søge nye udfordringer som rytter i Holland. Vi har været utrolig glæde for at have Anna i vores team.,0,2.0,26.0,13.0,26.0,0.0,1.0,7.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3 Velkommen på kursus i BO-VESTs kursusudvalg ønsker at alle medlemmer af afdelingsbestyrelserne er klædt godt på til de opgaver der skal løses, og byder hermed velkommen til en ny kursussæson i BO-VEST. Vi har valgt at udbyde en række nye spændende kurser, der behandler de mange sider af arbejdet i en afdelingsbestyrelse. Der er selvfølgelig også de fast tilbagevendende kurser på programmet.",0,3.0,22.666666666666668,9.809292646374775,12.0,1.0,1.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Jeg er glad for, at Arbejdstilsynet har udarbejdet denne At-vejledning, som erstatter den tidligere meddelelse. Det viser, at man forsøger at holde reglerne opdaterede og relevant for branchen. Det er især vigtigt at fokusere på sundhed og trivsel på arbejdspladsen i stenhuggerier. Det kan være meget fysisk krævende arbejde, og der er risiko for støv, støj og vibrationer, som kan have negative konsekvenser for arbejdstagernes helbred. Jeg håber, at denne At-vejledning kan være med til at give arbejdsgivere og arbejdstagere de nødvendige redskaber til at undgå ulykker og skabe bedre arbejdsforhold i stenhuggerier. Det er også vigtigt, at der er fokus på at undgå stærk varme eller kulde i arbejdsmiljøet. Afhængigt af årstiden og de specifikke arbejdsopgaver kan temperaturen være en faktor, der kan påvirke arbejdernes trivsel og sikkerhed. Sikringen af et behageligt arbejdsmiljø er derfor af høj prioritet. Som med alle erhverv er det essentielt at overholde reglerne og vejledningerne, der findes. Det er ikke kun arbejdsgiverens, men også arbejdstagerens ansvar at være opmærksom på disse og handle i overensstemmelse hermed. Så både sikkerhed og sundhed bliver prioriteret og holdt i højsædet i arbejdet i stenhuggerier.",1,11.0,19.0,5.2570299253821675,5.4,4.079215610874227,0.9090909090909091,1.2727272727272727,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0
" 2. Status over ansøgte olieefterforskningsaktiviteter i Grønland i 2011  I sommersæsonen 2011 vil boreriggen Leiv Eiriksson og boreskibet Corcovado udføre op til 4 efterforskningsboringer i Grønland. Dette viser den store interesse og aktivitet, der er omkring olieefterforskningen i landet. Det er vigtigt at bemærke, at denne aktivitet er underlagt strenge regler og forpligtelser. Grønlands Selvstyre Råstofdirektoratet arbejder tæt sammen med operatørerne for at sikre, at alle foranstaltninger træffes for at beskytte miljøet og bevare de unikke økosystemer i Grønland. 3. Overvejelser og råd til olieefterforskning i Grønland  Hvis du er interesseret i at deltage i olieefterforskningen i Grønland, er der nogle vigtige overvejelser, du skal gøre:  3.1. Respekt for miljøet  Det er afgørende at have en dyp respekt for miljøet i Grønland og tage alle nødvendige forholdsregler for at minimere eventuel skade på naturen. Vær sikker på, at du følger alle retningslinjer og regler for at beskytte miljøet, når du udfører olieefterforskningsaktiviteter.",1,9.0,18.77777777777778,10.336319759606875,14.125,10.129628571670336,0.4444444444444444,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
" Fødselsforberedelse er en vigtig del af graviditeten, og det er afgørende for de kommende forældre at føle sig velinformerede, trygge og klar til at tage imod deres barn. Det er en tid, hvor man har brug for støtte og vejledning, og det er helt unfair, at regeringen tillader amterne at opkræve gebyrer for denne service. Jeg forstår ikke, hvordan amterne kan retfærdiggøre disse gebyrer, når sundheds- og indenrigsministeren tydeligt har udtalt, at det er ulovligt. Det er en skandaløs praksis, der kun skaber unødige barrierer for de kommende forældre. Det er vigtigt, at man har let adgang til fødselsforberedelse, uanset ens økonomiske situation. Jeg håber virkelig, at regeringen vil gribe ind og sikre, at gravide kvinder på Fyn og i de andre berørte amter ikke længere skal betale for fødselsforberedelse. Det er på tide, at vi sætter fokus på de kommende forældres behov og sikrer, at de får den bedst mulige støtte og vejledning under deres graviditet og fødsel.",1,7.0,25.857142857142858,6.401530429259451,5.166666666666667,4.597704741377907,0.5714285714285714,1.1428571428571428,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
"Efter at have sovet i 500 år, bliver pigen Lightning vækket af guden Bhunivelze  han har en opgave til hende. Verden som vi kender den, går ned om 13 dage og Gud har planer om at skabe en ny verden, men en verden er jo ikke noget værd, hvis der ikke bor mennesker i den",0,2.0,30.5,7.5,15.0,0.0,0.5,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
"EM-holdkonkurrencen for Para-dressurrytterne startede i formiddags, hvor først klassen for grad IV-ryttere, blev afviklet. I denne klasse havde vi to danske ryttere til start. Grad IV er rytterne der er klassificeret i den letteste grad af handicap, mens 1A er den sværeste grad af handicap. I dagens første para-dressurklasse ved JYSK FEI European Para-Dressage Championship, sponsoreret af Slotsdal Ejendomme Trophy, var det først Line Kongensgaard der skulle i ilden, og efter pausen Line Thorning Jørgensen.",0,4.0,21.25,8.496322733983215,9.666666666666666,2.6246692913372702,0.75,7.5,1.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
" Jeg står her i dag for at tale om en helt særlig bydel i vores smukke hovedstad, Lissabon. En bydel, der på mange måder skiller sig ud fra resten af byen med sin unikke energi og charme. Jeg taler selvfølgelig om Bairro Alto.",1,3.0,16.0,6.377042156569663,7.5,6.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" I talentkonkurrencen bedømmes hestens evne til at udføre forskellige øvelser og opgaver, som er specifikke for den pågældende disciplin. Der kan være forskellige kategorier, såsom dressur, springning, western ridning eller eksteriørbedømmelse.",1,2.0,18.5,2.5,5.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vi valgte dette hotel, da det var tæt på det punkt, hvor vi startede vandring næste dag. Værelset var meget rummeligt og vi havde et køleskab som altid er en bonus. Parkering på gaden var gratis.",0,3.0,13.666666666666666,5.792715732327589,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
"1 Skallesøgaard Trælastvej Holbæk Sendt til: Den 8. september 2014 Natur, Miljø og Trafik Tilladelse til etablering af bro over Søkanalen Odsherred Kommune har modtaget ansøgning fra Skallesøgaard om etablering af bro over Søkanalen/Pumpekanalen på matrikel nr. 135-a og 10-a Lammefjorden, Grevinge. Placeringen er angivet på nedenstående oversigtskort. Anlæg af broer og overkørsler kræver tilladelse af vandløbsmyndigheden, jf",0,4.0,16.25,13.808964479641476,12.333333333333334,14.70449666674185,0.75,4.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Resultatet fra B-flok i DM Gædingakeppni, som netop er afholdt i Herning på DI´s baneanlæg blev i A-finalen:  01: 173 Stephanie Nielsen [S] - Vala frá Sólvangi 8,854 SLOW 9,00 - 9,00 - 9,00 - 8,70 - 8,80 = 8,900  TRAV 9,20 - 8,80 - 8,80 - 9,00 - 8,90 = 8,940  FAST 8,90 - 8,70 - 8,60 - 8,60 - 8,70 = 8,700  WILL 8,70 - 8,80 - 8,70 - 8,80 - 8,80 = 8,760  FORM 8,90 - 9,00 - 9,00 - 9,00 - 8,90 = 8,960  02: 169 Gudmunda Ellen Sigurdardottir - Glúmur frá Svarfholi 8,569 SLOW 8,30 - 8,30 - 8,30 - 8,30 - 8,30 = 8,300  TRAV 8,60 - 8,50 - 8,50 - 8,60 - 8,70 = 8,580  FAST 8,70 - 8,70 - 8,70 - 8,70 - 8,70 = 8,700  WILL 8,60 - 8,50 - 8,70 - 8,70 - 8,60 = 8,620  FORM 8,60 - 8,60 - 8,50 - 8,70 - 8,50 = 8,580  03: 211 Charlotte Cook [S] - Glymur fra Saudarkroki 8,523 SLOW 8,40 - 8,20 - 8,30 - 8,20 - 8,30 = 8,280  TRAV 8,60 - 8,50 - 8,60 - 8,30 - 8,40 = 8,480  FAST 8,70 - 8,70 - 8,50 - 8,80 - 8,60 = 8,660  WILL 8,90 - 8,60 - 8,50 - 8,50 - 8,50 = 8,600  FORM 8,70 - 8,50 - 8,50 - 8,50 - 8,40 = 8,520  04: 041 Lea Busch [S] - Hvatur fra Hvítanesi 8,477 SLOW 8,20 - 8,20 - 8,20 - 8,10 - 8,30 = 8,200  TRAV 8,40 - 8,50 - 8,50 - 8,40 - 8,50 = 8,460  FAST 8,60 - 8,70 - 8,70 - 8,70 - 8,70 = 8,680  WILL 8,40 - 8,70 - 8,60 - 8,50 - 8,60 = 8,560  FORM 8,40 - 8,40 - 8,50 - 8,40 - 8,50 = 8,440  05: 186 Jon Stenild [S] - Mánadis fra Brøndens Mark 8,437 SLOW 8,60 - 8,60 - 8,80 - 8,60 - 8,50 = 8,620  TRAV 8,20 - 8,00 - 8,20 - 7,40 - 7,90 = 7,940  FAST 8,60 - 8,70 - 8,80 - 8,40 - 8,40 = 8,580  WILL 8,50 - 8,40 - 8,70 - 8,30 - 8,30 = 8,440  FORM 8,50 - 8,60 - 8,80 - 8,40 - 8,30 = 8,520  06: 054 Jóanis í Hoygarðinum [S] - Sólroði frá Útey 2 8,400 SLOW 8,40 - 8,40 - 8,50 - 8,40 - 8,40 = 8,420  TRAV 8,10 - 8,40 - 8,40 - 8,20 - 8,40 = 8,300  FAST 8,40 - 8,40 - 8,40 - 8,50 - 8,50 = 8,440  WILL 8,40 - 8,40 - 8,60 - 8,40 - 8,50 = 8,460  FORM 8,20 - 8,40 - 8,40 - 8,40 - 8,40 = 8,360  07: 155 Janni Rønnow Bach [S] - Kátur frá Dalsmynni 8,223 SLOW 8,50 - 8,30 - 8,50 - 8,40 - 8,40 = 8,420  TRAV 8,20 - 7,40 - 7,40 - 8,50 - 7,40 = 7,780  FAST 8,50 - 8,40 - 8,20 - 8,30 - 8,40 = 8,360  WILL 8,40 - 8,10 - 8,10 - 8,30 - 8,20 = 8,220  FORM 8,50 - 8,20 - 8,10 - 8,40 - 8,20 = 8,280  --- 181 Jon Stenild [S] - Trítill frá Glóru DISKVALIFICERET SLOW 8,80 - 8,50 - 8,60 - 8,30 - 8,40 = 8,520  TRAV 8,50 - 8,40 - 8,60 - 8,40 - 8,30 = 8,440  FAST 8,40 - 8,40 - 8,50 - 8,30 - 8,40 = 8,400  WILL 8,50 - 8,50 - 8,60 - 8,30 - 8,40 = 8,460  FORM 8,40 - 8,50 - 8,60 - 8,30 - 8,40 = 8,440    Stort tillykke til Stephanie Nielsen med sejren og titlen som danmarksmester i B-flok til Gædingakeppni. Foto: DI - medaljer til DM 2014",0,2.0,315.0,307.0,614.0,0.0,0.0,118.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
